9	25	2
9	35	2
9	50	2
9	59	2
9	108	2
9	112	2
9	146	2
9	165	2
9	238	2
9	271	2
25	35	2
25	50	2
25	59	2
25	108	2
25	112	2
25	146	2
25	165	2
25	238	2
25	271	2
35	50	2
35	59	2
35	108	2
35	112	2
35	146	2
35	165	2
35	238	2
35	271	2
50	59	2
50	108	2
50	112	2
50	146	2
50	165	2
50	238	2
50	271	2
59	108	2
59	112	2
59	146	2
59	165	2
59	238	2
59	271	2
108	112	2
108	146	2
108	165	2
108	238	2
108	271	2
112	146	2
112	165	2
112	238	2
112	271	2
146	165	2
146	238	2
146	271	2
165	238	2
165	271	2
238	271	2
